identifier,username,total,frac_species,species,frac_genus,genus,frac_tribe,tribe,frac_subfamily,subfamily,frac_family,family
3667287,malligator,2,1,2,0,0,0,0,0,0,0,0
2321198,nicholaskurtin,2,1,2,0,0,0,0,0,0,0,0
4343127,s_hunter,2,1,2,0,0,0,0,0,0,0,0
1488351,miguelaporta,2,1,2,0,0,0,0,0,0,0,0
4380755,cricketses,2,1,2,0,0,0,0,0,0,0,0
3476,roy_cohutta,2,1,2,0,0,0,0,0,0,0,0
1914051,qeiistudent,2,1,2,0,0,0,0,0,0,0,0
1046696,joncoffee,2,1,2,0,0,0,0,0,0,0,0
614459,miguel1080,2,1,2,0,0,0,0,0,0,0,0
1341683,stomasko,2,0,0,0,0,0,0,0,0,1,2
3407191,bryan_guanotuna,2,1,2,0,0,0,0,0,0,0,0
2957874,eerikaschulz,2,0,0,0.5,1,0,0,0,0,0.5,1
2283205,anubhav-agarwal,2,0,0,0,0,0,0,0,0,1,2
4368352,randomsighting,2,1,2,0,0,0,0,0,0,0,0
4444682,gennyfidler,2,0.5,1,0,0,0.5,1,0,0,0,0
3455633,valentinahernndezgaln,2,1,2,0,0,0,0,0,0,0,0
2571501,chalon9,2,1,2,0,0,0,0,0,0,0,0
133265,anthonyc,2,1,2,0,0,0,0,0,0,0,0
1917347,meri_27,2,1,2,0,0,0,0,0,0,0,0
1812624,kristaallen,2,0,0,0,0,0,0,0,0,1,2
2344724,biolile,2,0.5,1,0,0,0.5,1,0,0,0,0
2599402,oops_,2,1,2,0,0,0,0,0,0,0,0
2588274,eduardompedrosa,2,1,2,0,0,0,0,0,0,0,0
2586536,matiasnotyel,2,1,2,0,0,0,0,0,0,0,0
2390307,jimmyocthavio,2,1,2,0,0,0,0,0,0,0,0
1173895,guidingguida,2,1,2,0,0,0,0,0,0,0,0
3808004,ignaciotorres,2,1,2,0,0,0,0,0,0,0,0
1228531,nekonomix,2,0.5,1,0.5,1,0,0,0,0,0,0
1474212,marcdomenech,2,0,0,0,0,0,0,0,0,1,2
2866445,ammoph11,2,1,2,0,0,0,0,0,0,0,0
3484305,azucena_ch,2,1,2,0,0,0,0,0,0,0,0
1003034,courtneydennie,2,1,2,0,0,0,0,0,0,0,0
3373815,caturtle2019,2,1,2,0,0,0,0,0,0,0,0
3334564,c10bug,2,1,2,0,0,0,0,0,0,0,0
2650934,naturalistanne,2,1,2,0,0,0,0,0,0,0,0
1634450,pbartels,2,0,0,0,0,0,0,0,0,1,2
2954231,inahchoe,2,0.5,1,0,0,0,0,0,0,0.5,1
2408032,teratornis,2,0.5,1,0,0,0,0,0,0,0.5,1
3461565,jared-near,2,0.5,1,0,0,0,0,0,0,0.5,1
2656653,ceiteag,2,1,2,0,0,0,0,0,0,0,0
3949869,plantpolicechief,2,1,2,0,0,0,0,0,0,0,0
1823221,airto,2,1,2,0,0,0,0,0,0,0,0
4419692,mathster,2,1,2,0,0,0,0,0,0,0,0
3340532,plawrynpx,2,1,2,0,0,0,0,0,0,0,0
2512181,jeftanatanael,2,1,2,0,0,0,0,0,0,0,0
29010,carolblaney,2,1,2,0,0,0,0,0,0,0,0
3661941,nanda-santos,2,1,2,0,0,0,0,0,0,0,0
470229,joshl,2,1,2,0,0,0,0,0,0,0,0
23007,kipwill,2,0.5,1,0,0,0,0,0,0,0.5,1
1927719,chris_paradise,2,1,2,0,0,0,0,0,0,0,0
2625545,jnunes2009,2,1,2,0,0,0,0,0,0,0,0
3046246,shahrzad31,2,0.5,1,0.5,1,0,0,0,0,0,0
96278,jpsincage,2,0.5,1,0,0,0.5,1,0,0,0,0
1111836,ijamsnaturecenter,2,0.5,1,0,0,0,0,0,0,0.5,1
3113513,deganv,2,0,0,0,0,0,0,0,0,1,2
3798496,jaime_e__hernandez,2,0.5,1,0.5,1,0,0,0,0,0,0
3855894,ittsslva,2,0,0,0.5,1,0,0,0.5,1,0,0
2497784,raidercastro,2,0.5,1,0.5,1,0,0,0,0,0,0
3930167,lanetheadventurer,2,1,2,0,0,0,0,0,0,0,0
2481142,essy__world,2,1,2,0,0,0,0,0,0,0,0
3721077,amerisa504,2,1,2,0,0,0,0,0,0,0,0
274968,rayray,2,0,0,0,0,0.5,1,0,0,0.5,1
1224173,pei-ott,2,1,2,0,0,0,0,0,0,0,0
3380082,stridermoon,2,1,2,0,0,0,0,0,0,0,0
1586724,izafarr,2,1,2,0,0,0,0,0,0,0,0
1375855,michi1,2,0,0,0,0,0,0,0,0,1,2
3787609,amycasey,2,1,2,0,0,0,0,0,0,0,0
4797,paranger,2,1,2,0,0,0,0,0,0,0,0
1698881,tiagolubiana,2,1,2,0,0,0,0,0,0,0,0
1578776,izi_lizard,2,0,0,1,2,0,0,0,0,0,0
671247,romanrene,2,1,2,0,0,0,0,0,0,0,0
144107,skrosnick,2,1,2,0,0,0,0,0,0,0,0
700543,iliafes,2,1,2,0,0,0,0,0,0,0,0
370278,prodenazas,2,0,0,0,0,0,0,0,0,1,2
1630596,tstriegel,2,1,2,0,0,0,0,0,0,0,0
1369206,joshuach2002,2,1,2,0,0,0,0,0,0,0,0
4574028,drredrock,2,0.5,1,0,0,0,0,0.5,1,0,0
732056,kyle_paul,2,1,2,0,0,0,0,0,0,0,0
4994430,eaglescouter2003,2,1,2,0,0,0,0,0,0,0,0
750899,quercus_elizabeth,2,0,0,0,0,0,0,0,0,1,2
412835,karenjimnez,2,0,0,0,0,0,0,0,0,1,2
5330164,snugglymisha,2,0,0,0,0,0,0,0,0,1,2
5080258,rafael559,2,0.5,1,0.5,1,0,0,0,0,0,0
1405217,arianagrca,2,1,2,0,0,0,0,0,0,0,0
1039920,kaitlincampbell,2,0.5,1,0,0,0,0,0,0,0.5,1
994527,embrenhar,2,1,2,0,0,0,0,0,0,0,0
440881,naturelovesme,2,1,2,0,0,0,0,0,0,0,0
899139,gabrielle_dennis,2,1,2,0,0,0,0,0,0,0,0
688071,jackie53,2,0.5,1,0,0,0.5,1,0,0,0,0
721317,mforthman,2,0,0,0,0,0,0,0,0,1,2
5072742,yomiel,2,1,2,0,0,0,0,0,0,0,0
101268,isabelvr,2,0.5,1,0.5,1,0,0,0,0,0,0
455521,swfeirst,2,0,0,0.5,1,0,0,0,0,0.5,1
29760,caseyp,2,1,2,0,0,0,0,0,0,0,0
720219,georgedanielson,2,0,0,0,0,0,0,0,0,1,2
1373543,hfricke,2,0,0,0.5,1,0,0,0,0,0.5,1
1132241,ccoslor,2,1,2,0,0,0,0,0,0,0,0
4444722,aeshnidae28,2,0,0,0,0,0,0,0,0,1,2
663711,kkucera,2,0,0,0.5,1,0,0,0,0,0.5,1
403763,matthewmerrick,2,0,0,0,0,0,0,0,0,1,2
1102318,wlmorin,2,1,2,0,0,0,0,0,0,0,0
9414,vincentvosriberalta,2,1,2,0,0,0,0,0,0,0,0
1660397,damage_report,2,1,2,0,0,0,0,0,0,0,0
4675283,educafaune,2,1,2,0,0,0,0,0,0,0,0
178355,kristyp,2,1,2,0,0,0,0,0,0,0,0
249927,alabamalizm,2,1,2,0,0,0,0,0,0,0,0
1102006,karenrat,2,1,2,0,0,0,0,0,0,0,0
109199,destes,2,0.5,1,0,0,0,0,0,0,0.5,1
1618744,dbilton,2,1,2,0,0,0,0,0,0,0,0
377026,marinardz,2,0,0,0,0,0,0,0,0,1,2
817486,phoebemae,2,1,2,0,0,0,0,0,0,0,0
24981,chelegans,2,1,2,0,0,0,0,0,0,0,0
1549457,tammym4748,2,0.5,1,0,0,0,0,0,0,0.5,1
3631,ajzellmer,2,0.5,1,0,0,0,0,0,0,0.5,1
1587217,ncbeck,2,1,2,0,0,0,0,0,0,0,0
3086524,shintoo,2,1,2,0,0,0,0,0,0,0,0
1216226,lpadilla,2,0,0,0.5,1,0,0,0,0,0.5,1
356291,andrewlasken,2,1,2,0,0,0,0,0,0,0,0
1661964,honeydewsecreter,2,1,2,0,0,0,0,0,0,0,0
1038015,jackaboy68,2,1,2,0,0,0,0,0,0,0,0
514560,psimons,2,1,2,0,0,0,0,0,0,0,0
165767,huyct,2,1,2,0,0,0,0,0,0,0,0
427337,ramentop,2,0.5,1,0,0,0,0,0.5,1,0,0
5255606,karl_questel,2,1,2,0,0,0,0,0,0,0,0
4747384,alblueheron,2,1,2,0,0,0,0,0,0,0,0
5238256,cyrusseek,2,1,2,0,0,0,0,0,0,0,0
453802,jonanco,2,1,2,0,0,0,0,0,0,0,0
657684,morsej,2,1,2,0,0,0,0,0,0,0,0
740566,cynthiacorinion,2,0.5,1,0,0,0,0,0,0,0.5,1
397733,ibishoff,2,0,0,0,0,0,0,0,0,1,2
1672644,sarahhauge,2,0,0,0,0,0,0,0,0,1,2
1563241,narwhalken,2,1,2,0,0,0,0,0,0,0,0
1211546,danialdias,2,0.5,1,0,0,0,0,0,0,0.5,1
4584566,jansel2,2,1,2,0,0,0,0,0,0,0,0
416631,tbug,2,0,0,0,0,0,0,0.5,1,0.5,1
322994,liza9560,2,0.5,1,0,0,0,0,0,0,0.5,1
161284,tarpinian,2,0,0,0,0,0,0,0,0,1,2
4344032,camdenrs,2,0,0,0,0,0,0,0,0,1,2
651939,fperezcalle,2,0.5,1,0,0,0,0,0,0,0.5,1
1139353,jimhoff,2,1,2,0,0,0,0,0,0,0,0
1552547,gabreal,2,1,2,0,0,0,0,0,0,0,0
1564606,kevingoff,2,1,2,0,0,0,0,0,0,0,0
3252724,jdr2,2,0.5,1,0,0,0,0,0,0,0.5,1
878964,paintpossum,2,0,0,0.5,1,0,0,0,0,0.5,1
1157797,skarvajal,2,1,2,0,0,0,0,0,0,0,0
1802637,emdeblas,2,1,2,0,0,0,0,0,0,0,0
1108972,miguel_vieira,2,1,2,0,0,0,0,0,0,0,0
4398241,its_sara,2,0,0,0,0,0,0,0,0,1,2
4907219,inatobs,2,1,2,0,0,0,0,0,0,0,0
1444780,flyinpenguin,2,1,2,0,0,0,0,0,0,0,0
545561,fishyfish,2,0,0,0.5,1,0,0,0,0,0.5,1
480500,bg1159,2,0.5,1,0.5,1,0,0,0,0,0,0
294854,mcodellwildlife,2,1,2,0,0,0,0,0,0,0,0
454247,woodcut55,2,1,2,0,0,0,0,0,0,0,0
459105,downywoodpecker,2,1,2,0,0,0,0,0,0,0,0
43895,rehb,2,1,2,0,0,0,0,0,0,0,0
4839549,asoulunbound,2,1,2,0,0,0,0,0,0,0,0
394247,wcaplenor,2,1,2,0,0,0,0,0,0,0,0
777924,jmcraig,2,0.5,1,0,0,0,0,0,0,0.5,1
1176421,juniperbee,2,1,2,0,0,0,0,0,0,0,0
1537711,dangerouswildlife,2,0.5,1,0,0,0.5,1,0,0,0,0
13252,diohio1,2,1,2,0,0,0,0,0,0,0,0
1443386,boattailedgrackle,2,0,0,0,0,0,0,0,0,1,2
226710,mockingbird75067,2,1,2,0,0,0,0,0,0,0,0
518462,jurasicworld,2,0.5,1,0,0,0,0,0,0,0.5,1
1167262,raptor310211,2,0.5,1,0,0,0,0,0,0,0.5,1
780527,vkord,2,0,0,1,2,0,0,0,0,0,0
276802,valerietheblonde,2,0,0,0.5,1,0,0,0,0,0.5,1
410331,ladybird_sunbathing,2,1,2,0,0,0,0,0,0,0,0
5250015,fo6etter_i6,2,0,0,0.5,1,0.5,1,0,0,0,0
1386411,aaohler,2,0,0,0,0,0,0,0,0,1,2
4673043,tiothebeetle,2,0,0,0,0,0,0,0,0,1,2
629399,magh2os,2,1,2,0,0,0,0,0,0,0,0
5323267,dinobunny55,2,1,2,0,0,0,0,0,0,0,0
982351,william_doc_lingo,2,1,2,0,0,0,0,0,0,0,0
1110667,botanylicious,2,0.5,1,0,0,0,0,0,0,0.5,1
365825,hmullican,2,1,2,0,0,0,0,0,0,0,0
449530,chyanne,2,0,0,0,0,0,0,0,0,1,2
774338,infestedjungle,2,1,2,0,0,0,0,0,0,0,0
521723,dannymarshall,2,1,2,0,0,0,0,0,0,0,0
637940,bigbadbeetleborg,2,1,2,0,0,0,0,0,0,0,0
4082781,cutz,2,1,2,0,0,0,0,0,0,0,0
936577,stolz,2,1,2,0,0,0,0,0,0,0,0
4889898,northfloridaneature,2,0.5,1,0,0,0,0,0,0,0.5,1
4910981,genaofjesus,2,1,2,0,0,0,0,0,0,0,0
235330,anneanderson,2,1,2,0,0,0,0,0,0,0,0
1042616,cheryllynnstexas,2,1,2,0,0,0,0,0,0,0,0
5282074,maddiemcewen,2,0.5,1,0,0,0,0,0.5,1,0,0
322702,ipat,2,1,2,0,0,0,0,0,0,0,0
4942310,alexadavis42,2,1,2,0,0,0,0,0,0,0,0
451802,lappelbaum,2,0,0,0,0,0,0,0,0,1,2
203466,heartland,2,1,2,0,0,0,0,0,0,0,0
322026,micrathene,2,1,2,0,0,0,0,0,0,0,0
1213535,agnys-cnb,2,1,2,0,0,0,0,0,0,0,0
5403741,kennedy_9,2,0.5,1,0,0,0,0,0,0,0.5,1
4862,lemurdillo,2,0.5,1,0,0,0,0,0,0,0.5,1
414707,tmessick,2,0.5,1,0,0,0,0,0,0,0.5,1
771132,biotaorinoquia,2,0,0,0,0,0,0,0.5,1,0.5,1
1083107,zulemacabrales,2,0.5,1,0,0,0,0,0,0,0.5,1
4861159,lululunar,2,0,0,0,0,0,0,0,0,1,2
286688,paulengler,2,0,0,0,0,0,0,0,0,1,2
4738061,arkantor,2,1,2,0,0,0,0,0,0,0,0
919036,sseiter,2,0.5,1,0.5,1,0,0,0,0,0,0
681834,anniemiller,2,1,2,0,0,0,0,0,0,0,0
302164,mika2006,2,0.5,1,0.5,1,0,0,0,0,0,0
926533,plainsweetjane,2,0,0,0.5,1,0,0,0,0,0.5,1
1472218,sebastianospina,2,0,0,0,0,0,0,0,0,1,2
4613386,bjos,2,1,2,0,0,0,0,0,0,0,0
1544561,pikkupapupata,2,1,2,0,0,0,0,0,0,0,0
595615,idratherbeherping,2,0,0,0,0,0,0,0,0,1,2
783010,edoardo2006,2,0.5,1,0.5,1,0,0,0,0,0,0
981771,njillp,2,1,2,0,0,0,0,0,0,0,0
402714,davidruizdominguez,2,0.5,1,0.5,1,0,0,0,0,0,0
5423022,anastasiavorsul,2,0,0,0,0,0,0,0,0,1,2
783146,tylerjore,2,1,2,0,0,0,0,0,0,0,0
142599,sarahc76,2,0.5,1,0,0,0,0,0,0,0.5,1
232380,dnewberry,2,1,2,0,0,0,0,0,0,0,0
208559,mefisher,2,0.5,1,0.5,1,0,0,0,0,0,0
791648,s_arnold,2,1,2,0,0,0,0,0,0,0,0
1124641,tonykris,2,0.5,1,0,0,0,0,0,0,0.5,1
322658,dianewilliams,2,0.5,1,0,0,0,0,0,0,0.5,1
322667,nathanpalacios,2,1,2,0,0,0,0,0,0,0,0
109812,zumbio,2,0,0,0,0,0,0,0,0,1,2
72213,csquare,2,1,2,0,0,0,0,0,0,0,0
5391708,maxim_pogorelov,2,0,0,0,0,0,0,0,0,1,2
198371,sarahangulo,2,1,2,0,0,0,0,0,0,0,0
1036437,naturechallenge8,2,1,2,0,0,0,0,0,0,0,0
894049,paulacs,2,1,2,0,0,0,0,0,0,0,0
638184,zoedavis,2,0.5,1,0,0,0,0,0,0,0.5,1
1515145,mauricio_ocampo,2,0,0,0,0,0,0,0,0,1,2
339867,danid35,2,0,0,0,0,0,0,0,0,1,2
1645066,r-rock,2,1,2,0,0,0,0,0,0,0,0
322661,ixlaura,2,1,2,0,0,0,0,0,0,0,0
103529,gustavomorejon,2,0.5,1,0,0,0,0,0,0,0.5,1
1051191,nafod,2,1,2,0,0,0,0,0,0,0,0
1661153,msilvera,2,1,2,0,0,0,0,0,0,0,0
4912729,devon123,2,0,0,0.5,1,0,0,0,0,0.5,1
4767684,aa_a1,2,0,0,1,2,0,0,0,0,0,0
920598,rich451,2,0,0,0.5,1,0,0,0,0,0.5,1
793523,midori7103,2,0.5,1,0.5,1,0,0,0,0,0,0
1693180,atmosci,2,1,2,0,0,0,0,0,0,0,0
28037,metsa,2,0,0,0,0,0,0,0,0,1,2
323423,cflorsch,2,1,2,0,0,0,0,0,0,0,0
319889,acornz2s5,2,0,0,0,0,0,0,0,0,1,2
1505176,angel_mexa,2,1,2,0,0,0,0,0,0,0,0
342810,rbmaddie,2,0.5,1,0,0,0,0,0,0,0.5,1
767977,ameliam,2,1,2,0,0,0,0,0,0,0,0
285951,mdup,2,0,0,0,0,0,0,0,0,1,2
1324519,markkenderdine,2,1,2,0,0,0,0,0,0,0,0
238418,lisam,2,0.5,1,0,0,0,0,0,0,0.5,1
1690912,mr_astro_man,2,0.5,1,0.5,1,0,0,0,0,0,0
461510,akneidel,2,1,2,0,0,0,0,0,0,0,0
1686040,diamond224,2,0.5,1,0.5,1,0,0,0,0,0,0
1072057,bigclarita,2,0.5,1,0,0,0,0,0,0,0.5,1
5252632,vitorpacheco,2,0.5,1,0.5,1,0,0,0,0,0,0
1602920,saracecca,2,1,2,0,0,0,0,0,0,0,0
851,mcclellanranch,2,0.5,1,0,0,0,0,0,0,0.5,1
824737,kerz,2,1,2,0,0,0,0,0,0,0,0
322673,cfisher,2,0.5,1,0.5,1,0,0,0,0,0,0
1577733,danaleeling,2,0,0,0,0,0,0,0,0,1,2
632215,anjela,2,1,2,0,0,0,0,0,0,0,0
72329,jlboone2,2,0,0,0,0,0,0,0.5,1,0.5,1
1197295,candicebateman,2,0.5,1,0,0,0,0,0,0,0.5,1
5084856,aguyariel,2,1,2,0,0,0,0,0,0,0,0
473057,marcie_praetorius,2,0.5,1,0.5,1,0,0,0,0,0,0
130278,donyoung,2,1,2,0,0,0,0,0,0,0,0
1628909,zulia_rpb,2,0,0,1,2,0,0,0,0,0,0
4969418,a_gonzalez_ghs,2,1,2,0,0,0,0,0,0,0,0
439324,lexibug,2,1,2,0,0,0,0,0,0,0,0
214518,dinobiancolini,2,1,2,0,0,0,0,0,0,0,0
59969,smithtk,2,0.5,1,0,0,0,0,0.5,1,0,0
2871276,nickandrews1,2,1,2,0,0,0,0,0,0,0,0
747544,jhiebert,2,0,0,0,0,0,0,0,0,1,2
1607382,abrightrose,2,0,0,0.5,1,0,0,0,0,0.5,1
1065721,andrealaurens,2,1,2,0,0,0,0,0,0,0,0
5072676,alexandrapalomino,2,1,2,0,0,0,0,0,0,0,0
1624179,julie511,2,1,2,0,0,0,0,0,0,0,0
102330,ozomatli_zenokron,2,1,2,0,0,0,0,0,0,0,0
473813,karenvazquez,2,1,2,0,0,0,0,0,0,0,0
380643,magne,2,1,2,0,0,0,0,0,0,0,0
4549005,frere_gris,2,1,2,0,0,0,0,0,0,0,0
386843,alice_herden,2,0.5,1,0,0,0,0,0,0,0.5,1
4770435,ramonamolnar,2,0.5,1,0,0,0,0,0,0,0.5,1
3862772,anasussel,2,1,2,0,0,0,0,0,0,0,0
4682067,greatbasinbughunters,2,1,2,0,0,0,0,0,0,0,0
579214,phroxian,2,1,2,0,0,0,0,0,0,0,0
550191,txaggie90,2,1,2,0,0,0,0,0,0,0,0
959530,eovran,2,0.5,1,0,0,0,0,0,0,0.5,1
5045973,junferr,2,0.5,1,0.5,1,0,0,0,0,0,0
381878,dakoolkine,2,0.5,1,0,0,0,0,0,0,0.5,1
5267512,cryptidhunter,2,1,2,0,0,0,0,0,0,0,0
380122,dcarrie,2,1,2,0,0,0,0,0,0,0,0
2615935,alicemoore1,2,1,2,0,0,0,0,0,0,0,0
757576,vaggeliskoutsoukos,2,1,2,0,0,0,0,0,0,0,0
303027,alondraxvii,2,0,0,0,0,0,0,0,0,1,2
3257144,wildwestnature,2,0,0,0,0,0,0,0,0,1,2
913685,laoran,2,1,2,0,0,0,0,0,0,0,0
1687061,abadred,2,0.5,1,0,0,0,0,0,0,0.5,1
924523,jordyboy,2,0,0,0,0,0,0,1,2,0,0
5067799,abenitezmora,2,1,2,0,0,0,0,0,0,0,0
1034946,chicalokaverde,2,0.5,1,0.5,1,0,0,0,0,0,0
757153,beetleguy,2,1,2,0,0,0,0,0,0,0,0
318214,mfria631,2,0.5,1,0,0,0,0,0,0,0.5,1
43255,juddpatterson,2,0.5,1,0,0,0,0,0,0,0.5,1
65171,monica2014,2,0.5,1,0.5,1,0,0,0,0,0,0
23728,anpatty,2,0,0,0,0,0,0,0,0,1,2
4489348,marta_kuznetsova,2,0,0,0,0,0,0,0,0,1,2
3616551,paul_amouroux,2,1,2,0,0,0,0,0,0,0,0
219001,oscarangel,2,0.5,1,0.5,1,0,0,0,0,0,0
1036154,greentoronto,2,0,0,0,0,0,0,0,0,1,2
1704318,maholzwarth,2,1,2,0,0,0,0,0,0,0,0
1704375,aarmbruster,2,1,2,0,0,0,0,0,0,0,0
4369128,pearberries,2,1,2,0,0,0,0,0,0,0,0
3338957,crazycookiesofficial,2,1,2,0,0,0,0,0,0,0,0
1319370,theturkologist,2,1,2,0,0,0,0,0,0,0,0
2529256,leandrabarbosa,2,0,0,0.5,1,0.5,1,0,0,0,0
333612,neo237,2,1,2,0,0,0,0,0,0,0,0
1657790,norasaurus,2,1,2,0,0,0,0,0,0,0,0
1612762,jennlonero,2,0.5,1,0,0,0,0,0,0,0.5,1
5434195,top_quark,2,1,2,0,0,0,0,0,0,0,0
322788,mcolmenares,2,0.5,1,0.5,1,0,0,0,0,0,0
2883343,kupferglucke,2,1,2,0,0,0,0,0,0,0,0
322679,rmaldonado,2,0,0,0.5,1,0,0,0,0,0.5,1
466109,shieldsscout,2,1,2,0,0,0,0,0,0,0,0
4915121,lydia244,2,0.5,1,0.5,1,0,0,0,0,0,0
607854,lindom,2,0,0,0.5,1,0,0,0,0,0.5,1
4912747,xavierrobinson2215,2,0.5,1,0,0,0,0,0.5,1,0,0
766301,rainhe01,2,0.5,1,0.5,1,0,0,0,0,0,0
3607384,dejean1,2,1,2,0,0,0,0,0,0,0,0
365455,jtrftw12,2,1,2,0,0,0,0,0,0,0,0
48872,tomaserivassalcedo,2,1,2,0,0,0,0,0,0,0,0
4527576,mthallworth,2,0,0,0,0,0,0,0,0,1,2
4825024,frowsy_owl,2,1,2,0,0,0,0,0,0,0,0
660872,danielle106,2,0,0,0.5,1,0.5,1,0,0,0,0
749374,adamformella18,2,0.5,1,0,0,0,0,0,0,0.5,1
554831,lindaschneider,2,1,2,0,0,0,0,0,0,0,0
17630,gregpauly,2,0.5,1,0,0,0,0,0,0,0.5,1
10272,kcs78602,2,1,2,0,0,0,0,0,0,0,0
737222,schmeather,2,0,0,1,2,0,0,0,0,0,0
10038,valter,2,0.5,1,0.5,1,0,0,0,0,0,0
253054,libbymegna,2,0.5,1,0,0,0,0,0.5,1,0,0
1296912,yurakru,2,1,2,0,0,0,0,0,0,0,0
263868,jon_hayes,2,0.5,1,0.5,1,0,0,0,0,0,0
14194,georgehammond,2,0.5,1,0,0,0,0,0,0,0.5,1
1027421,reginagsnow,2,1,2,0,0,0,0,0,0,0,0
543596,hammy,2,0.5,1,0,0,0,0,0,0,0.5,1
542231,khockey,2,0.5,1,0.5,1,0,0,0,0,0,0
1035624,reflectitur_photons,2,1,2,0,0,0,0,0,0,0,0
533165,panchoprieto,2,0,0,0,0,0,0,0,0,1,2
3849698,chris_rorabaugh,2,0.5,1,0,0,0,0,0,0,0.5,1
1356957,hc_insects,2,0.5,1,0.5,1,0,0,0,0,0,0
529990,tkdswimmerboy,2,1,2,0,0,0,0,0,0,0,0
578924,teresa45,2,0.5,1,0.5,1,0,0,0,0,0,0
2737422,amarsaci,2,1,2,0,0,0,0,0,0,0,0
1233532,duwe18,2,0.5,1,0,0,0,0,0,0,0.5,1
1222155,lyssyb,2,1,2,0,0,0,0,0,0,0,0
417953,mizrain,2,1,2,0,0,0,0,0,0,0,0
1305207,dave_holland,2,0,0,0,0,0,0,0,0,1,2
620275,nynkenymaane,2,1,2,0,0,0,0,0,0,0,0
2546858,walterbustamante,2,1,2,0,0,0,0,0,0,0,0
327782,buggyecologist,2,1,2,0,0,0,0,0,0,0,0
5280250,linsay1602,2,1,2,0,0,0,0,0,0,0,0
429101,toddugine,2,1,2,0,0,0,0,0,0,0,0
526842,michaela_maple,2,0.5,1,0,0,0,0,0,0,0.5,1
1243138,rebecca_cat,2,0.5,1,0.5,1,0,0,0,0,0,0
557161,sidchan282,2,1,2,0,0,0,0,0,0,0,0
422385,nickrobinson,2,0.5,1,0,0,0,0,0,0,0.5,1
707587,djvalkyrie,2,1,2,0,0,0,0,0,0,0,0
4968751,krueg887,2,0.5,1,0,0,0,0,0.5,1,0,0
482218,troopoort,2,1,2,0,0,0,0,0,0,0,0
429851,carolinekb,2,1,2,0,0,0,0,0,0,0,0
615323,jiovino,2,1,2,0,0,0,0,0,0,0,0
554740,jochenbrandt,2,0.5,1,0,0,0,0,0,0,0.5,1
513165,benmcclellan,2,0.5,1,0,0,0,0,0,0,0.5,1
1380927,caroline_brasil,2,0.5,1,0,0,0.5,1,0,0,0,0
1222377,sarahrichards,2,0,0,0.5,1,0.5,1,0,0,0,0
3363955,mortzmordecai,2,0,0,0.5,1,0,0,0,0,0.5,1
67685,sdz456,2,1,2,0,0,0,0,0,0,0,0
441640,danielt,2,1,2,0,0,0,0,0,0,0,0
371950,stiv64,2,0,0,0,0,0,0,0,0,1,2
4299233,emilydubois,2,0.5,1,0,0,0,0,0,0,0.5,1
5086973,allsch,2,1,2,0,0,0,0,0,0,0,0
4893738,danielrjazz,2,1,2,0,0,0,0,0,0,0,0
25718,dean_leavitt,2,0.5,1,0,0,0,0,0,0,0.5,1
1359261,pagemf,2,1,2,0,0,0,0,0,0,0,0
4723038,bramblefruits,2,1,2,0,0,0,0,0,0,0,0
115152,israel_piedras_gtz,2,0.5,1,0,0,0,0,0,0,0.5,1
330328,jamigramore,2,1,2,0,0,0,0,0,0,0,0
278239,greatblueheron,2,1,2,0,0,0,0,0,0,0,0
1215713,gky,2,0.5,1,0.5,1,0,0,0,0,0,0
121603,markusgmeiner,2,1,2,0,0,0,0,0,0,0,0
2471194,catalpina,2,1,2,0,0,0,0,0,0,0,0
1215281,michellay,2,0,0,1,2,0,0,0,0,0,0
4981358,oscar_felix,2,1,2,0,0,0,0,0,0,0,0
5301806,domenica27,2,0.5,1,0,0,0,0,0,0,0.5,1
523540,forestryinabox,2,1,2,0,0,0,0,0,0,0,0
114023,amieenns_nsc,2,1,2,0,0,0,0,0,0,0,0
1370991,ooef--naturestead,2,1,2,0,0,0,0,0,0,0,0
2127921,quondo,2,1,2,0,0,0,0,0,0,0,0
2581636,danplant,2,0,0,0,0,0,0,0,0,1,2
509279,miriamr,2,0.5,1,0,0,0,0,0,0,0.5,1
528056,spifferella,2,0,0,0,0,0,0,0,0,1,2
2044715,kdinah,2,1,2,0,0,0,0,0,0,0,0
133206,jbradbury,2,1,2,0,0,0,0,0,0,0,0
536201,david-amador,2,1,2,0,0,0,0,0,0,0,0
1158190,kieranfish,2,1,2,0,0,0,0,0,0,0,0
17478,antonio_robles,2,0.5,1,0.5,1,0,0,0,0,0,0
5315602,brendakaylla,2,1,2,0,0,0,0,0,0,0,0
790537,nmhernandez,2,0,0,0.5,1,0,0,0.5,1,0,0
1251978,antonio1251,2,1,2,0,0,0,0,0,0,0,0
316166,greylor,2,0,0,0,0,0,0,0,0,1,2
5054627,ekalisek,2,1,2,0,0,0,0,0,0,0,0
541456,arachnoto,2,0.5,1,0,0,0,0,0,0,0.5,1
578064,paulreevesphotography,2,1,2,0,0,0,0,0,0,0,0
4403034,darylnolan,2,0,0,0.5,1,0,0,0,0,0.5,1
1102463,mjgommo,2,1,2,0,0,0,0,0,0,0,0
1222317,mohamadhaziq,2,1,2,0,0,0,0,0,0,0,0
439575,eamonccorbett,2,0,0,0,0,0,0,0,0,1,2
754844,angeleha,2,0,0,0.5,1,0,0,0,0,0.5,1
1254236,skatescientist,2,1,2,0,0,0,0,0,0,0,0
1271701,meganmaryanne,2,1,2,0,0,0,0,0,0,0,0
