session_leaderboard,user,username,user_leaderboard,date,ids
9526,261069,franciscoacos,10,2021-04-28,4
9527,22589,sambiology,11,2017-06-18,4
9528,2249019,elytrid,5,2021-03-03,4
9529,261069,franciscoacos,10,2021-04-25,4
9530,2207499,willogonzalez,19,2021-07-28,4
9531,331926,erininmd,25,2020-04-24,4
9532,792319,djringer,42,2019-02-04,4
9533,261069,franciscoacos,10,2021-04-19,4
9534,2207499,willogonzalez,19,2021-07-21,4
9535,2207499,willogonzalez,19,2021-07-19,4
9536,22589,sambiology,11,2017-05-11,4
9537,261069,franciscoacos,10,2021-04-13,4
9538,2207499,willogonzalez,19,2021-07-13,4
9539,261069,franciscoacos,10,2021-04-10,4
9540,331926,erininmd,25,2019-08-14,4
9541,180811,borisb,7,2017-08-12,4
9542,261069,franciscoacos,10,2019-05-21,4
9543,2249019,elytrid,5,2020-03-30,4
9544,22589,sambiology,11,2019-02-18,4
9545,22589,sambiology,11,2019-02-21,4
9546,775455,iosialectus,18,2021-08-27,4
9547,22589,sambiology,11,2019-03-02,4
9548,2249019,elytrid,5,2020-03-23,4
9549,22589,sambiology,11,2020-07-24,4
9550,331926,erininmd,25,2017-10-29,4
9551,2249019,elytrid,5,2020-03-12,4
9552,22589,sambiology,11,2019-03-28,4
9553,2249019,elytrid,5,2020-04-05,4
9554,331926,erininmd,25,2017-10-07,4
9555,22589,sambiology,11,2019-04-04,4
9556,2249019,elytrid,5,2020-09-14,4
9557,2249019,elytrid,5,2020-04-17,4
9558,22589,sambiology,11,2019-02-15,4
9559,775455,iosialectus,18,2021-12-01,4
9560,2249019,elytrid,5,2020-02-05,4
9561,1453678,marina_gorbunova,45,2021-03-07,4
9562,115129,aguilita,13,2020-04-30,4
9563,331926,erininmd,25,2018-10-20,4
9564,22589,sambiology,11,2018-12-03,4
9565,1442162,rob-westerduijn,2,2019-04-05,4
9566,2249019,elytrid,5,2020-02-15,4
9567,2249019,elytrid,5,2020-02-19,4
9568,270883,lazarus,24,2019-06-23,4
9569,1453678,marina_gorbunova,45,2021-03-22,4
9570,2249019,elytrid,5,2020-09-30,4
9571,775455,iosialectus,18,2021-07-27,4
9572,2249019,elytrid,5,2020-02-23,4
9573,22589,sambiology,11,2019-01-02,4
9574,22589,sambiology,11,2019-01-28,4
9575,22589,sambiology,11,2019-01-31,4
9576,22589,sambiology,11,2019-04-19,4
9577,297834,kt_woods,9,2022-10-05,4
9578,180811,borisb,7,2017-09-29,4
9579,2249019,elytrid,5,2020-07-18,4
9580,2249019,elytrid,5,2020-06-03,4
9581,22589,sambiology,11,2019-09-10,4
9582,22589,sambiology,11,2019-09-12,4
9583,22589,sambiology,11,2019-09-13,4
9584,22589,sambiology,11,2019-11-21,4
9585,115129,aguilita,13,2020-05-29,4
9586,22589,sambiology,11,2019-11-09,4
9587,775455,iosialectus,18,2021-11-16,4
9588,22589,sambiology,11,2019-10-04,4
9589,1453678,marina_gorbunova,45,2021-04-06,4
9590,2249019,elytrid,5,2020-07-17,4
9591,2249019,elytrid,5,2020-06-26,4
9592,2249019,elytrid,5,2020-06-28,4
9593,2249019,elytrid,5,2020-06-30,4
9594,22589,sambiology,11,2019-12-15,4
9595,2249019,elytrid,5,2020-08-07,4
9596,2249019,elytrid,5,2020-05-31,4
9597,2249019,elytrid,5,2020-05-29,4
9598,22589,sambiology,11,2019-07-30,4
9599,2249019,elytrid,5,2020-05-24,4
9600,2249019,elytrid,5,2020-05-21,4
9601,22589,sambiology,11,2019-07-15,4
9602,2249019,elytrid,5,2020-05-13,4
9603,2249019,elytrid,5,2020-08-22,4
9604,2249019,elytrid,5,2020-05-02,4
9605,180811,borisb,7,2017-10-13,4
9606,22589,sambiology,11,2020-03-07,4
9607,22589,sambiology,11,2020-03-15,4
9608,22589,sambiology,11,2019-05-25,4
9609,2249019,elytrid,5,2020-09-01,4
9610,22589,sambiology,11,2020-03-22,4
9611,22589,sambiology,11,2018-11-30,4
9612,2249019,elytrid,5,2020-02-04,4
9613,115129,aguilita,13,2020-04-05,4
9614,22589,sambiology,11,2021-08-29,4
9615,22589,sambiology,11,2021-09-27,4
9616,261069,franciscoacos,10,2022-02-12,4
9617,180811,borisb,7,2017-11-10,4
9618,2249019,elytrid,5,2019-11-17,4
9619,22589,sambiology,11,2021-09-03,4
9620,261069,franciscoacos,10,2022-03-01,4
9621,331926,erininmd,25,2019-05-27,4
9622,180811,borisb,7,2017-11-11,4
9623,22589,sambiology,11,2018-05-19,4
9624,2249019,elytrid,5,2020-11-23,4
9625,2249019,elytrid,5,2019-11-28,4
9626,22589,sambiology,11,2018-05-24,4
9627,22589,sambiology,11,2021-08-07,4
9628,2249019,elytrid,5,2019-12-03,4
9629,1453678,marina_gorbunova,45,2021-02-10,4
9630,261069,franciscoacos,10,2022-02-04,4
9631,775455,iosialectus,18,2021-07-15,4
9632,261069,franciscoacos,10,2021-10-26,4
9633,331926,erininmd,25,2019-08-08,4
9634,261069,franciscoacos,10,2021-10-08,4
9635,261069,franciscoacos,10,2021-10-10,4
9636,775455,iosialectus,18,2022-03-29,4
9637,22589,sambiology,11,2021-12-03,4
9638,2249019,elytrid,5,2019-10-18,4
9639,775455,iosialectus,18,2021-03-18,4
9640,2249019,elytrid,5,2019-11-11,4
9641,22589,sambiology,11,2018-02-17,4
9642,22589,sambiology,11,2021-11-06,4
9643,22589,sambiology,11,2018-02-20,4
9644,261069,franciscoacos,10,2022-01-08,4
9645,22589,sambiology,11,2018-04-03,4
9646,261069,franciscoacos,10,2022-02-01,4
9647,1453678,marina_gorbunova,45,2021-05-21,4
9648,22589,sambiology,11,2018-05-25,4
9649,331926,erininmd,25,2019-05-19,4
9650,2249019,elytrid,5,2020-10-09,4
9651,22589,sambiology,11,2018-09-16,4
9652,22589,sambiology,11,2021-05-08,4
9653,270883,lazarus,24,2019-05-11,4
9654,180811,borisb,7,2017-09-07,4
9655,2249019,elytrid,5,2020-01-23,4
9656,22589,sambiology,11,2021-04-28,4
9657,22589,sambiology,11,2021-04-25,4
9658,22589,sambiology,11,2021-07-23,4
9659,1453678,marina_gorbunova,45,2021-02-23,4
9660,22589,sambiology,11,2021-04-12,4
9661,1453678,marina_gorbunova,45,2021-02-24,4
9662,22589,sambiology,11,2018-11-20,4
9663,180811,borisb,7,2017-09-13,4
9664,22589,sambiology,11,2021-03-26,4
9665,2249019,elytrid,5,2020-10-18,4
9666,270883,lazarus,24,2019-04-25,4
9667,115129,aguilita,13,2020-04-21,4
9668,22589,sambiology,11,2018-08-09,4
9669,22589,sambiology,11,2018-08-07,4
9670,22589,sambiology,11,2018-08-05,4
9671,22589,sambiology,11,2021-06-20,4
9672,2249019,elytrid,5,2019-12-15,4
9673,2249019,elytrid,5,2019-12-12,4
9674,22589,sambiology,11,2018-06-27,4
9675,775455,iosialectus,18,2021-12-11,4
9676,261069,franciscoacos,10,2022-11-10,4
9677,22589,sambiology,11,2018-06-24,4
9678,115129,aguilita,13,2020-08-20,4
9679,22589,sambiology,11,2021-07-16,4
9680,2249019,elytrid,5,2019-12-07,4
9681,22589,sambiology,11,2018-06-03,4
9682,792319,djringer,42,2019-06-11,4
9683,331926,erininmd,25,2021-09-18,4
9684,736966,jbar82,35,2021-08-26,4
9685,2207499,willogonzalez,19,2020-04-15,4
9686,382941,lrubio7,26,2020-12-17,4
9687,261069,franciscoacos,10,2019-11-15,4
9688,736005,ludoleclerc,43,2020-08-15,4
9689,2207499,willogonzalez,19,2020-04-13,4
9690,261069,franciscoacos,10,2019-11-19,4
9691,180811,borisb,7,2017-06-19,4
9692,2207499,willogonzalez,19,2020-04-16,4
9693,2249019,elytrid,5,2021-12-15,4
9694,180811,borisb,7,2018-03-07,4
9695,261069,franciscoacos,10,2019-11-26,4
9696,2207499,willogonzalez,19,2020-04-19,4
9697,22589,sambiology,11,2015-05-15,4
9698,382941,lrubio7,26,2020-12-06,4
9699,736005,ludoleclerc,43,2020-09-30,4
9700,736005,ludoleclerc,43,2020-08-03,4
9701,382941,lrubio7,26,2020-12-23,4
9702,2249019,elytrid,5,2021-12-23,4
9703,736005,ludoleclerc,43,2020-07-28,4
9704,2249019,elytrid,5,2021-12-20,4
9705,2207499,willogonzalez,19,2020-03-31,4
9706,736005,ludoleclerc,43,2020-05-30,4
9707,2207499,willogonzalez,19,2020-04-02,4
9708,794489,lltimms,27,2020-05-27,4
9709,261069,franciscoacos,10,2019-10-24,4
9710,382941,lrubio7,26,2021-01-01,4
9711,382941,lrubio7,26,2020-12-24,4
9712,736005,ludoleclerc,43,2020-07-29,4
9713,261069,franciscoacos,10,2019-11-03,4
9714,382941,lrubio7,26,2020-12-26,4
9715,261069,franciscoacos,10,2019-11-05,4
9716,794489,lltimms,27,2020-05-22,4
9717,382941,lrubio7,26,2020-12-25,4
9718,261069,franciscoacos,10,2019-12-04,4
9719,261069,franciscoacos,10,2019-12-06,4
9720,261069,franciscoacos,10,2019-12-09,4
9721,382941,lrubio7,26,2020-07-22,4
9722,261069,franciscoacos,10,2020-02-21,4
9723,1442162,rob-westerduijn,2,2019-04-28,4
9724,382941,lrubio7,26,2020-07-29,4
9725,1453678,marina_gorbunova,45,2021-10-08,4
9726,382941,lrubio7,26,2020-07-24,4
9727,261069,franciscoacos,10,2020-03-02,4
9728,382941,lrubio7,26,2020-07-21,4
9729,34728,cosmiccat,14,2020-05-02,4
9730,261069,franciscoacos,10,2020-03-06,4
9731,22589,sambiology,11,2016-03-15,4
9732,736966,jbar82,35,2019-10-11,4
9733,261069,franciscoacos,10,2020-03-16,4
9734,736966,jbar82,35,2019-10-14,4
9735,1453678,marina_gorbunova,45,2021-09-30,4
9736,261069,franciscoacos,10,2020-02-17,4
9737,22589,sambiology,11,2016-02-22,4
9738,1453678,marina_gorbunova,45,2021-10-09,4
9739,382941,lrubio7,26,2020-10-01,4
9740,794489,lltimms,27,2019-10-24,4
9741,22589,sambiology,11,2015-11-12,4
9742,382941,lrubio7,26,2020-10-12,4
9743,382941,lrubio7,26,2020-10-18,4
9744,261069,franciscoacos,10,2020-01-23,4
9745,736966,jbar82,35,2018-09-29,4
9746,382941,lrubio7,26,2020-10-30,4
9747,794489,lltimms,27,2020-04-09,4
9748,736005,ludoleclerc,43,2021-08-21,4
9749,382941,lrubio7,26,2020-11-14,4
9750,2207499,willogonzalez,19,2020-05-01,4
9751,2249019,elytrid,5,2021-10-11,4
9752,382941,lrubio7,26,2020-11-23,4
9753,2207499,willogonzalez,19,2020-03-30,4
9754,1453678,marina_gorbunova,45,2021-10-18,4
9755,261069,franciscoacos,10,2021-01-20,4
9756,1809393,jtkindt,20,2021-06-16,4
9757,736005,ludoleclerc,43,2019-04-23,4
9758,261069,franciscoacos,10,2019-07-04,4
9759,261069,franciscoacos,10,2019-07-05,4
9760,261069,franciscoacos,10,2019-07-07,4
9761,382941,lrubio7,26,2021-05-09,4
9762,34728,cosmiccat,14,2021-06-20,4
9763,382941,lrubio7,26,2021-04-22,4
9764,115129,aguilita,13,2020-12-20,4
9765,2249019,elytrid,5,2022-03-26,4
9766,382941,lrubio7,26,2021-04-20,4
9767,382941,lrubio7,26,2021-04-18,4
9768,382941,lrubio7,26,2021-04-13,4
9769,382941,lrubio7,26,2021-04-10,4
9770,261069,franciscoacos,10,2019-07-29,4
9771,261069,franciscoacos,10,2019-07-01,4
9772,261069,franciscoacos,10,2019-06-27,4
9773,261069,franciscoacos,10,2019-10-08,4
9774,261069,franciscoacos,10,2019-06-16,4
9775,261069,franciscoacos,10,2019-05-25,4
9776,1453678,marina_gorbunova,45,2021-10-31,4
9777,261069,franciscoacos,10,2019-06-10,4
9778,261069,franciscoacos,10,2019-06-11,4
9779,34728,cosmiccat,14,2021-11-13,4
9780,382941,lrubio7,26,2021-06-14,4
9781,261069,franciscoacos,10,2019-06-17,4
9782,34728,cosmiccat,14,2021-09-18,4
9783,2343836,josefloribundus,29,2022-02-03,4
9784,2343836,josefloribundus,29,2022-01-31,4
9785,261069,franciscoacos,10,2019-06-21,4
9786,261069,franciscoacos,10,2019-06-22,4
9787,2343836,josefloribundus,29,2022-01-30,4
9788,180811,borisb,7,2018-03-21,4
9789,18701,apgarm,22,2021-06-28,4
9790,382941,lrubio7,26,2021-04-02,4
9791,180811,borisb,7,2018-03-18,4
9792,382941,lrubio7,26,2021-02-09,4
9793,2207499,willogonzalez,19,2020-02-19,4
9794,34728,cosmiccat,14,2021-03-26,4
9795,2249019,elytrid,5,2022-01-04,4
9796,794489,lltimms,27,2020-06-05,4
9797,382941,lrubio7,26,2021-02-16,4
9798,382941,lrubio7,26,2021-02-15,4
9799,2249019,elytrid,5,2022-01-03,4
9800,382941,lrubio7,26,2021-03-27,4
9801,261069,franciscoacos,10,2019-09-29,4
9802,2207499,willogonzalez,19,2020-03-09,4
9803,2207499,willogonzalez,19,2020-03-11,4
9804,382941,lrubio7,26,2021-02-02,4
9805,261069,franciscoacos,10,2019-10-05,4
9806,2207499,willogonzalez,19,2020-03-21,4
9807,382941,lrubio7,26,2021-02-24,4
9808,736005,ludoleclerc,43,2019-10-21,4
9809,382941,lrubio7,26,2021-03-05,4
9810,261069,franciscoacos,10,2019-09-04,4
9811,382941,lrubio7,26,2021-03-08,4
9812,382941,lrubio7,26,2021-03-09,4
9813,261069,franciscoacos,10,2019-08-28,4
9814,2249019,elytrid,5,2022-01-27,4
9815,2207499,willogonzalez,19,2020-01-27,4
9816,2249019,elytrid,5,2022-02-03,4
9817,736005,ludoleclerc,43,2019-09-23,4
9818,2207499,willogonzalez,19,2020-01-15,4
9819,382941,lrubio7,26,2021-03-20,4
9820,2249019,elytrid,5,2022-02-25,4
9821,34728,cosmiccat,14,2021-05-01,4
9822,34728,cosmiccat,14,2021-05-03,4
9823,382941,lrubio7,26,2021-03-24,4
9824,2249019,elytrid,5,2021-07-12,4
9825,794489,lltimms,27,2019-09-12,4
9826,736966,jbar82,35,2019-10-26,4
9827,22589,sambiology,11,2016-09-07,4
9828,180811,borisb,7,2018-01-22,4
9829,2207499,willogonzalez,19,2021-01-30,4
9830,2207499,willogonzalez,19,2021-01-31,4
9831,22589,sambiology,11,2016-08-31,4
9832,261069,franciscoacos,10,2020-10-07,4
9833,736966,jbar82,35,2020-10-30,4
9834,2207499,willogonzalez,19,2021-02-16,4
9835,2207499,willogonzalez,19,2021-01-20,4
9836,22589,sambiology,11,2016-09-19,4
9837,115129,aguilita,13,2019-11-30,4
9838,2207499,willogonzalez,19,2021-02-21,4
9839,261069,franciscoacos,10,2020-10-19,4
9840,736966,jbar82,35,2020-11-14,4
9841,2207499,willogonzalez,19,2021-02-22,4
9842,2207499,willogonzalez,19,2021-01-21,4
9843,22589,sambiology,11,2016-08-17,4
9844,2207499,willogonzalez,19,2020-06-08,4
9845,2207499,willogonzalez,19,2020-12-03,4
9846,2207499,willogonzalez,19,2020-11-10,4
9847,382941,lrubio7,26,2019-12-19,4
9848,382941,lrubio7,26,2019-12-11,4
9849,180811,borisb,7,2018-01-31,4
9850,2207499,willogonzalez,19,2020-11-24,4
9851,261069,franciscoacos,10,2020-09-09,4
9852,22589,sambiology,11,2016-07-20,4
9853,2249019,elytrid,5,2021-05-17,4
9854,736966,jbar82,35,2020-06-01,4
9855,180811,borisb,7,2018-01-28,4
9856,115129,aguilita,13,2019-11-23,4
9857,2207499,willogonzalez,19,2020-12-27,4
9858,736966,jbar82,35,2020-06-25,4
9859,736966,jbar82,35,2020-06-29,4
9860,2207499,willogonzalez,19,2021-02-24,4
9861,261069,franciscoacos,10,2020-10-23,4
9862,2207499,willogonzalez,19,2021-03-01,4
9863,382941,lrubio7,26,2018-10-23,4
9864,180811,borisb,7,2016-08-25,4
9865,22589,sambiology,11,2016-11-22,4
9866,736966,jbar82,35,2021-06-01,4
9867,261069,franciscoacos,10,2020-12-21,4
9868,22589,sambiology,11,2016-11-29,4
9869,2207499,willogonzalez,19,2021-04-07,4
9870,2249019,elytrid,5,2021-04-17,4
9871,115129,aguilita,13,2020-11-05,4
9872,22589,sambiology,11,2016-12-04,4
9873,736966,jbar82,35,2021-07-26,4
9874,22589,sambiology,11,2016-12-21,4
9875,1442162,rob-westerduijn,2,2019-03-17,4
9876,736966,jbar82,35,2021-08-05,4
9877,736966,jbar82,35,2021-08-06,4
9878,1453678,marina_gorbunova,45,2021-08-01,4
9879,2207499,willogonzalez,19,2021-03-28,4
9880,736966,jbar82,35,2021-05-17,4
9881,2207499,willogonzalez,19,2021-03-15,4
9882,22589,sambiology,11,2016-11-07,4
9883,792319,djringer,42,2020-06-08,4
9884,261069,franciscoacos,10,2020-11-27,4
9885,736966,jbar82,35,2021-05-03,4
9886,261069,franciscoacos,10,2020-11-20,4
9887,736966,jbar82,35,2021-04-03,4
9888,22589,sambiology,11,2016-10-08,4
9889,2207499,willogonzalez,19,2021-03-09,4
9890,261069,franciscoacos,10,2020-11-08,4
9891,261069,franciscoacos,10,2020-11-07,4
9892,2207499,willogonzalez,19,2021-03-08,4
9893,261069,franciscoacos,10,2020-11-02,4
9894,736966,jbar82,35,2021-01-28,4
9895,2207499,willogonzalez,19,2020-11-06,4
9896,382941,lrubio7,26,2019-12-22,4
9897,2207499,willogonzalez,19,2020-11-01,4
9898,2207499,willogonzalez,19,2020-08-05,4
9899,22589,sambiology,11,2016-05-21,4
9900,261069,franciscoacos,10,2020-05-16,4
9901,2207499,willogonzalez,19,2020-07-30,4
9902,736966,jbar82,35,2019-12-19,4
9903,2207499,willogonzalez,19,2020-08-04,4
9904,261069,franciscoacos,10,2020-05-26,4
9905,22589,sambiology,11,2016-05-24,4
9906,736966,jbar82,35,2020-01-02,4
9907,2207499,willogonzalez,19,2020-08-11,4
9908,34728,cosmiccat,14,2018-11-30,4
9909,382941,lrubio7,26,2020-04-05,4
9910,794489,lltimms,27,2019-07-19,4
9911,736966,jbar82,35,2019-12-28,4
9912,2207499,willogonzalez,19,2020-08-15,4
9913,34728,cosmiccat,14,2019-03-10,4
9914,261069,franciscoacos,10,2020-05-09,4
9915,22589,sambiology,11,2016-04-25,4
9916,2207499,willogonzalez,19,2020-07-13,4
9917,1453678,marina_gorbunova,45,2021-09-24,4
9918,261069,franciscoacos,10,2020-05-01,4
9919,736966,jbar82,35,2019-11-27,4
9920,22589,sambiology,11,2016-04-13,4
9921,2207499,willogonzalez,19,2020-07-02,4
9922,22589,sambiology,11,2016-04-03,4
9923,261069,franciscoacos,10,2020-04-20,4
9924,34728,cosmiccat,14,2019-04-30,4
9925,736966,jbar82,35,2019-11-06,4
9926,22589,sambiology,11,2016-03-28,4
9927,2207499,willogonzalez,19,2020-06-11,4
9928,180811,borisb,7,2018-02-26,4
9929,22589,sambiology,11,2016-03-24,4
9930,382941,lrubio7,26,2020-04-03,4
9931,115129,aguilita,13,2019-10-20,4
9932,22589,sambiology,11,2016-07-18,4
9933,34728,cosmiccat,14,2018-04-28,4
9934,2207499,willogonzalez,19,2020-09-25,4
9935,736966,jbar82,35,2020-03-19,4
9936,34728,cosmiccat,14,2018-05-28,4
9937,261069,franciscoacos,10,2020-08-05,4
9938,115129,aguilita,13,2019-11-09,4
9939,261069,franciscoacos,10,2020-08-12,4
9940,2207499,willogonzalez,19,2020-10-17,4
9941,261069,franciscoacos,10,2020-06-19,4
9942,2207499,willogonzalez,19,2020-10-18,4
9943,2207499,willogonzalez,19,2020-10-19,4
9944,1453678,marina_gorbunova,45,2021-08-18,4
9945,22589,sambiology,11,2016-06-12,4
9946,2207499,willogonzalez,19,2020-10-25,4
9947,22589,sambiology,11,2016-07-09,4
9948,794489,lltimms,27,2018-09-05,4
9949,794489,lltimms,27,2018-09-06,4
9950,736966,jbar82,35,2020-03-14,4
9951,736966,jbar82,35,2020-02-05,4
9952,736966,jbar82,35,2020-01-28,4
9953,261069,franciscoacos,10,2020-07-18,4
9954,2207499,willogonzalez,19,2020-09-15,4
9955,2207499,willogonzalez,19,2020-09-14,4
9956,180811,borisb,7,2018-02-16,4
9957,382941,lrubio7,26,2020-03-03,4
9958,2207499,willogonzalez,19,2020-09-03,4
9959,736966,jbar82,35,2020-01-27,4
9960,794489,lltimms,27,2019-06-06,4
9961,34728,cosmiccat,14,2018-10-09,4
9962,2207499,willogonzalez,19,2020-08-24,4
9963,261069,franciscoacos,10,2020-06-26,4
9964,382941,lrubio7,26,2020-03-24,4
9965,3720783,sammydstecher,16,2021-05-08,4
9966,242224,malisaspring,17,2021-04-06,4
9967,1012326,dusty_in_vilas-tx,4,2020-06-01,4
9968,180811,borisb,7,2021-08-26,4
9969,1485790,cpu,8,2020-07-17,4
9970,85164,catenatus,32,2021-05-11,4
9971,706076,crawlingworld,21,2020-10-13,4
9972,579740,alex_cicindela_guy,15,2018-07-09,4
9973,6971,silversea_starsong,6,2017-08-06,4
9974,180811,borisb,7,2019-12-10,4
9975,180811,borisb,7,2018-11-04,4
9976,180811,borisb,7,2021-09-04,4
9977,180811,borisb,7,2021-09-02,4
9978,6971,silversea_starsong,6,2017-07-31,4
9979,6971,silversea_starsong,6,2016-05-23,4
9980,479031,dbmcc09,40,2020-04-23,4
9981,479031,dbmcc09,40,2020-04-07,4
9982,706076,crawlingworld,21,2020-09-30,4
9983,579740,alex_cicindela_guy,15,2018-05-31,4
9984,479031,dbmcc09,40,2020-04-26,4
9985,6971,silversea_starsong,6,2017-07-25,4
9986,579740,alex_cicindela_guy,15,2018-05-24,4
9987,180811,borisb,7,2016-05-02,4
9988,1012326,dusty_in_vilas-tx,4,2022-03-09,4
9989,1442162,rob-westerduijn,2,2019-08-04,4
9990,1454648,r-a-p,28,2020-03-26,4
9991,1454648,r-a-p,28,2020-03-27,4
9992,180811,borisb,7,2021-08-05,4
9993,180811,borisb,7,2016-11-28,4
9994,579740,alex_cicindela_guy,15,2020-09-24,4
9995,479031,dbmcc09,40,2020-05-09,4
9996,479031,dbmcc09,40,2020-03-15,4
9997,1012326,dusty_in_vilas-tx,4,2022-06-18,4
9998,180811,borisb,7,2019-11-09,4
9999,180811,borisb,7,2019-11-12,4
10000,115129,aguilita,13,2017-04-03,4
10001,180811,borisb,7,2021-10-17,4
10002,1485790,cpu,8,2021-12-08,4
10003,6971,silversea_starsong,6,2016-05-08,4
10004,180811,borisb,7,2019-11-19,4
10005,180811,borisb,7,2021-10-12,4
10006,3720783,sammydstecher,16,2021-12-08,4
10007,85164,catenatus,32,2021-04-03,4
10008,85164,catenatus,32,2021-04-15,4
10009,1012326,dusty_in_vilas-tx,4,2022-03-15,4
10010,85164,catenatus,32,2021-04-21,4
10011,3720783,sammydstecher,16,2021-12-14,4
10012,706076,crawlingworld,21,2020-10-31,4
10013,1485790,cpu,8,2021-11-18,4
10014,3720783,sammydstecher,16,2021-12-18,4
10015,1454648,r-a-p,28,2020-03-20,4
10016,579740,alex_cicindela_guy,15,2018-09-04,4
10017,85164,catenatus,32,2021-05-01,4
10018,1454648,r-a-p,28,2020-03-21,4
10019,6971,silversea_starsong,6,2017-08-14,4
10020,579740,alex_cicindela_guy,15,2018-08-09,4
10021,706076,crawlingworld,21,2020-09-23,4
10022,479031,dbmcc09,40,2020-05-10,4
10023,180811,borisb,7,2016-12-15,4
10024,1397024,emiliapenaherrera,23,2020-03-03,4
10025,1454648,r-a-p,28,2020-05-30,4
10026,85164,catenatus,32,2021-08-27,4
10027,1454648,r-a-p,28,2020-05-31,4
10028,1454648,r-a-p,28,2021-12-07,4
10029,1012326,dusty_in_vilas-tx,4,2021-06-10,4
10030,180811,borisb,7,2020-01-31,4
10031,180811,borisb,7,2020-02-01,4
10032,115129,aguilita,13,2017-01-20,4
10033,1454648,r-a-p,28,2021-12-03,4
10034,1012326,dusty_in_vilas-tx,4,2021-06-13,4
10035,1012326,dusty_in_vilas-tx,4,2021-06-14,4
10036,6971,silversea_starsong,6,2017-06-13,4
10037,115129,aguilita,13,2017-02-03,4
10038,6971,silversea_starsong,6,2017-06-11,4
10039,579740,alex_cicindela_guy,15,2021-04-28,4
10040,180811,borisb,7,2021-05-25,4
10041,180811,borisb,7,2020-02-04,4
10042,180811,borisb,7,2021-05-23,4
10043,4034966,prairiebeeman,36,2021-06-26,4
10044,180811,borisb,7,2018-10-03,4
10045,1012326,dusty_in_vilas-tx,4,2022-02-06,4
10046,579740,alex_cicindela_guy,15,2021-05-09,4
10047,1012326,dusty_in_vilas-tx,4,2022-02-05,4
10048,479031,dbmcc09,40,2020-07-03,4
10049,579740,alex_cicindela_guy,15,2021-04-23,4
10050,180811,borisb,7,2016-10-14,4
10051,180811,borisb,7,2019-12-27,4
10052,180811,borisb,7,2016-11-21,4
10053,706076,crawlingworld,21,2020-09-21,4
10054,1012326,dusty_in_vilas-tx,4,2021-05-14,4
10055,6971,silversea_starsong,6,2016-06-19,4
10056,1454648,r-a-p,28,2022-03-01,4
10057,6971,silversea_starsong,6,2017-07-11,4
10058,180811,borisb,7,2020-01-01,4
10059,115129,aguilita,13,2017-03-02,4
10060,706076,crawlingworld,21,2020-09-16,4
10061,1454648,r-a-p,28,2022-01-09,4
10062,3720783,sammydstecher,16,2022-01-18,4
10063,115129,aguilita,13,2017-02-19,4
10064,579740,alex_cicindela_guy,15,2021-04-02,4
10065,579740,alex_cicindela_guy,15,2021-04-12,4
10066,479031,dbmcc09,40,2020-05-28,4
10067,85164,catenatus,32,2021-07-22,4
10068,180811,borisb,7,2021-07-04,4
10069,1454648,r-a-p,28,2021-12-17,4
10070,1012326,dusty_in_vilas-tx,4,2021-05-28,4
10071,579740,alex_cicindela_guy,15,2021-04-07,4
10072,1012326,dusty_in_vilas-tx,4,2022-02-22,4
10073,115129,aguilita,13,2017-02-10,4
10074,579740,alex_cicindela_guy,15,2021-04-09,4
10075,1454648,r-a-p,28,2021-12-13,4
10076,479031,dbmcc09,40,2020-06-07,4
10077,479031,dbmcc09,40,2020-02-22,4
10078,85164,catenatus,32,2021-02-06,4
10079,579740,alex_cicindela_guy,15,2018-09-21,4
10080,115129,aguilita,13,2017-05-08,4
10081,579740,alex_cicindela_guy,15,2020-07-13,4
10082,6971,silversea_starsong,6,2017-12-22,4
10083,115129,aguilita,13,2017-05-21,4
10084,1485790,cpu,8,2022-09-18,4
10085,6971,silversea_starsong,6,2017-12-20,4
10086,115129,aguilita,13,2017-05-20,4
10087,180811,borisb,7,2016-09-29,4
10088,6971,silversea_starsong,6,2016-02-22,4
10089,85164,catenatus,32,2020-09-27,4
10090,180811,borisb,7,2022-02-17,4
10091,6971,silversea_starsong,6,2017-12-14,4
10092,6971,silversea_starsong,6,2016-02-23,4
10093,1442162,rob-westerduijn,2,2020-04-11,4
10094,85164,catenatus,32,2020-10-11,4
10095,6971,silversea_starsong,6,2017-11-30,4
10096,1454648,r-a-p,28,2019-07-16,4
10097,1454648,r-a-p,28,2020-03-10,4
10098,85164,catenatus,32,2020-10-22,4
10099,1453678,marina_gorbunova,45,2022-03-30,4
10100,1012326,dusty_in_vilas-tx,4,2021-02-05,4
10101,180811,borisb,7,2022-01-23,4
10102,1485790,cpu,8,2022-07-19,4
10103,6971,silversea_starsong,6,2017-11-27,4
10104,4034966,prairiebeeman,36,2021-07-22,4
10105,115129,aguilita,13,2017-05-23,4
10106,4034966,prairiebeeman,36,2021-07-27,4
10107,180811,borisb,7,2021-10-23,4
10108,1485790,cpu,8,2022-10-28,4
10109,3720783,sammydstecher,16,2021-09-26,4
10110,706076,crawlingworld,21,2021-02-25,4
10111,115129,aguilita,13,2017-06-09,4
10112,6971,silversea_starsong,6,2018-01-19,4
10113,1485790,cpu,8,2022-11-05,4
10114,85164,catenatus,32,2020-07-12,4
10115,1163777,trinaroberts,34,2020-06-06,4
10116,180811,borisb,7,2016-12-14,4
10117,579740,alex_cicindela_guy,15,2018-11-16,4
10118,579740,alex_cicindela_guy,15,2018-11-15,4
